TeacherID,ExperienceYears,EducationLevel,PayScheme,BaseSalary,BonusReceived,JobSatisfactionScore,StressLevelScore,RetentionStatus,SchoolID,Region,SchoolType,StudentSES,AvgStudentPerformance,BudgetPerStudent
1982,3,Bachelors,Traditional,43000,0.0,7.016028404547461,3.1724642669277476,Stayed,225,Rural,Charter,High,65.28068134210567,8473.481686914965
1982,30,Bachelors,Traditional,70000,0.0,6.632495492262874,4.26637475930668,Stayed,119,Urban,Private,High,81.4282281451502,12358.594368127653
1983,8,Masters,Traditional,53000,0.0,6.422006836520161,5.121449647854883,Stayed,114,Suburban,Charter,Low,94.63242112485287,12555.353643797018
1983,12,Bachelors,Performance-Based,52000,2846.7572083676514,5.330448933169695,9.224999751797693,Stayed,43,Suburban,Charter,Medium,68.8435171761176,10489.933142217445
1983,9,Masters,Traditional,54000,0.0,7.302279506723115,4.9086962416756545,Stayed,255,Suburban,Charter,Medium,54.80630034045987,10675.205324150404
1983,7,Masters,Traditional,52000,0.0,5.537605408965076,6.009448039579159,Stayed,141,Suburban,Public,High,72.2745993460413,10768.130897878615
1983,2,Masters,Traditional,47000,0.0,7.168880889860591,3.832927051194152,Stayed,230,Urban,Private,Medium,76.79597748934675,8191.366749791183
1984,30,Bachelors,Traditional,70000,0.0,5.6424485994607725,4.3768355358026625,Stayed,103,Urban,Public,High,66.57285483473231,10010.487399436366
1984,28,Bachelors,Performance-Based,68000,6124.281245941565,7.763312921024921,8.029454736003977,Stayed,275,Urban,Private,Low,60.18491348952049,11658.81116236698
1984,15,Bachelors,Traditional,55000,0.0,6.75862491001777,3.9192228691605804,Left,158,Suburban,Charter,High,74.73832920911788,7929.515355161252
1984,19,Bachelors,Performance-Based,59000,6542.678664661885,7.188764741547784,6.294008559277446,Left,66,Rural,Private,Low,83.56240028570824,9197.559056228327
1984,21,Masters,Performance-Based,66000,2988.337451419667,7.024389849853504,7.092505506311769,Stayed,33,Rural,Private,Low,69.86502775262066,10151.609116387453
1985,27,Masters,Performance-Based,72000,3857.157978697162,3.652600714445014,7.673892690027838,Stayed,36,Suburban,Private,Medium,57.791563500289776,9705.885236995722
1985,26,Masters,Traditional,71000,0.0,7.500221569755313,4.837509885340973,Stayed,52,Rural,Charter,Low,66.14917719583684,12950.712433899103
1985,28,Masters,Traditional,73000,0.0,4.5532540163817075,1.0,Stayed,27,Suburban,Public,Low,58.490064225776976,12316.221747000136
1985,11,Bachelors,Traditional,51000,0.0,4.56844337615212,4.526724975372745,Stayed,173,Urban,Private,Medium,69.22898290585896,6969.617875602895
1985,9,Bachelors,Performance-Based,49000,4639.682066706872,5.196866072828815,4.0128301181325545,Stayed,220,Urban,Public,Medium,70.81874139386322,11502.774246743578
1986,28,Bachelors,Traditional,68000,0.0,6.228169624518119,6.547428894467137,Stayed,82,Urban,Public,Medium,73.57112571511746,8801.214709111955
1986,17,Bachelors,Traditional,57000,0.0,5.060729290457244,7.205265084476773,Stayed,161,Urban,Charter,Low,60.253183297726785,13929.450265832778
1986,22,Doctorate,Traditional,72000,0.0,9.57149025201564,2.7300141279973014,Left,209,Suburban,Charter,High,75.15047686306048,10097.043255889654
1986,1,Masters,Performance-Based,46000,4476.810023031416,7.703096270529049,7.413739417622587,Stayed,171,Urban,Public,Low,61.10485570374477,9449.896605696711
1986,26,Bachelors,Performance-Based,66000,3696.573254214375,5.140489175095093,6.531274400378584,Left,195,Urban,Private,Low,71.73180925851182,13046.248154539315
1987,2,Doctorate,Traditional,52000,0.0,6.971064163632016,4.661702503870922,Stayed,206,Urban,Private,Medium,60.62174960084877,9025.749232470607
1987,3,Masters,Traditional,48000,0.0,4.718877128708909,4.897973768141326,Stayed,117,Urban,Charter,High,69.65288230294756,13102.303951045045
1987,9,Bachelors,Traditional,49000,0.0,8.671533667285692,4.70275730182634,Stayed,102,Rural,Public,Medium,65.79354677234642,8801.249954092455
1987,16,Doctorate,Traditional,66000,0.0,4.823429115229645,4.617071090513953,Stayed,36,Suburban,Private,Medium,57.791563500289776,9705.885236995722
1987,5,Doctorate,Performance-Based,55000,4170.074819534191,8.439007468969043,7.36771884729459,Stayed,41,Urban,Charter,High,77.3846657999541,8355.559208867136
1988,13,Bachelors,Traditional,53000,0.0,6.806815714219629,4.827132826922389,Left,56,Rural,Private,High,79.31280119116198,7994.941270724383
1988,18,Bachelors,Traditional,58000,0.0,7.173019402494302,6.619651608268865,Stayed,225,Rural,Charter,High,65.28068134210567,8473.481686914965
1988,22,Bachelors,Performance-Based,62000,5270.502900765736,5.327711277167805,9.642575910599458,Stayed,224,Urban,Private,High,53.87284128810349,11141.197337186319
1988,6,Masters,Traditional,51000,0.0,7.88073065024915,2.594173795043028,Stayed,98,Urban,Public,Medium,72.6105527217989,12707.744748330826
1988,8,Bachelors,Performance-Based,48000,7613.880960315846,7.199007696103963,8.965154226937837,Stayed,141,Suburban,Public,High,72.2745993460413,10768.130897878615
1989,3,Masters,Performance-Based,48000,6776.963631350769,4.254530359781445,6.359872705774888,Stayed,183,Urban,Private,High,59.29107501938888,6787.107359484855
1989,19,Bachelors,Traditional,59000,0.0,5.844368122979829,5.111864228054191,Stayed,239,Urban,Charter,High,63.38213535231612,12012.58561842888
1989,15,Doctorate,Performance-Based,65000,5060.132775290384,6.638251603693368,7.726075294112067,Stayed,139,Urban,Public,Medium,78.1351721736967,6593.23512128969
1989,14,Doctorate,Traditional,64000,0.0,7.246005240459336,4.2854881014792285,Stayed,142,Suburban,Private,High,83.07142754282428,9934.610503811813
1989,19,Bachelors,Traditional,59000,0.0,7.175821093668339,6.362327486770285,Stayed,144,Suburban,Charter,Low,71.84633858532304,9821.759920974424
1990,14,Masters,Performance-Based,59000,3411.990690631203,8.450752649350727,7.979790304878689,Stayed,143,Suburban,Private,Low,53.92516765438772,5865.115799920247
1990,18,Bachelors,Traditional,58000,0.0,5.646646092470715,6.345916030188396,Stayed,118,Suburban,Private,Low,58.31321962380468,10231.349268585718
1990,29,Masters,Traditional,74000,0.0,8.141085034139893,5.172274187122875,Stayed,100,Rural,Charter,Medium,67.65412866624852,12475.632623946924
1990,15,Bachelors,Performance-Based,55000,8319.794201854764,6.628850665331246,5.148362838369458,Stayed,52,Rural,Charter,Low,66.14917719583684,12950.712433899103
1990,10,Bachelors,Traditional,50000,0.0,7.957362399050628,5.65104124074591,Left,175,Suburban,Charter,High,72.7669079933002,13289.935427002567
1991,15,Bachelors,Performance-Based,55000,4995.748111337339,4.500223399481824,8.29318928916351,Stayed,280,Urban,Charter,High,66.14686403138239,12287.508086413858
1991,24,Bachelors,Traditional,64000,0.0,4.962888360734388,6.098620321421375,Stayed,162,Urban,Private,High,77.87084603742451,10070.527103943457
1991,6,Masters,Traditional,51000,0.0,7.319287472839156,3.9921556321377443,Stayed,72,Urban,Charter,Low,85.38036566465969,10995.9965824909
1991,23,Bachelors,Traditional,63000,0.0,5.909124166401548,2.1605473506245314,Stayed,289,Urban,Private,Low,72.80991867735032,11660.671633088492
1991,9,Masters,Performance-Based,54000,6329.8498458162785,6.67769419288322,5.904679782683319,Stayed,178,Urban,Public,High,84.53534077157317,10622.500309087072
1992,2,Masters,Performance-Based,47000,1360.8385683421475,5.002697712765518,6.116733042454279,Stayed,133,Suburban,Private,Low,59.37696286273895,9461.186331110885
1992,24,Bachelors,Performance-Based,64000,1255.6891262521585,6.736903999931023,4.884379704725011,Stayed,123,Rural,Public,Medium,84.02794310936099,9502.071703041853
1992,24,Masters,Traditional,69000,0.0,6.456036353628835,5.429851775401566,Left,18,Rural,Public,Low,73.14247332595274,9379.466486813088
1992,17,Bachelors,Performance-Based,57000,5932.542519546476,3.1354288161337736,6.218712945649475,Stayed,228,Rural,Private,Low,59.22255222070694,10096.169893322764
1992,7,Doctorate,Traditional,57000,0.0,10.0,3.991273860362978,Stayed,186,Urban,Charter,High,77.14000494092092,7155.492580804652
1993,28,Bachelors,Performance-Based,68000,7527.905823672542,4.794966793776407,5.23956595689852,Stayed,279,Urban,Public,Medium,70.69802084990019,7042.827508440317
1993,20,Bachelors,Traditional,60000,0.0,7.169983195029417,6.126922180385874,Left,232,Urban,Public,High,72.16458589581976,6676.95987546208
1993,26,Bachelors,Traditional,66000,0.0,8.93496107149976,4.554669052155177,Stayed,251,Suburban,Private,Medium,57.391160456649544,10173.1795749458
1993,21,Masters,Traditional,66000,0.0,7.9813697880607375,4.7287109768223985,Stayed,197,Urban,Charter,Low,61.16142563798867,7925.5076913470875
1993,2,Doctorate,Traditional,52000,0.0,7.635136739708851,8.234292961392697,Stayed,185,Rural,Private,Medium,67.7653721467415,8487.298509431394
1994,1,Bachelors,Performance-Based,41000,2612.741821269914,6.426091244148772,7.401091167932224,Left,299,Suburban,Public,Low,78.1286211883896,9111.413479847777
1994,18,Masters,Traditional,63000,0.0,4.188649001954307,5.539441691300128,Stayed,74,Urban,Private,Low,85.64643655814007,11918.541652170414
1994,4,Bachelors,Traditional,44000,0.0,7.173277928141796,5.576355821713462,Stayed,237,Rural,Private,High,49.74857413342393,8279.173269432094
1994,22,Masters,Traditional,67000,0.0,8.651453593724398,9.222514448843459,Stayed,284,Urban,Public,Low,57.62184501173151,14541.38571560879
1994,15,Masters,Traditional,60000,0.0,7.0067581583719125,3.314871105811093,Stayed,55,Urban,Public,Medium,80.30999522495951,9961.967584194623
1995,26,Doctorate,Traditional,76000,0.0,4.742148672468179,5.831856762727124,Stayed,7,Urban,Charter,Medium,85.79212815507391,12555.329791576849
1995,25,Bachelors,Performance-Based,65000,4525.741790916922,8.42555864040909,8.649043300433078,Left,179,Urban,Private,High,67.35343166762044,16157.761616910477
1995,7,Bachelors,Traditional,47000,0.0,10.0,3.593469458515647,Stayed,3,Rural,Public,Low,76.47688538100692,11494.587210246524
1995,4,Masters,Performance-Based,49000,5188.88665099731,6.442425059834491,3.8911165311237177,Stayed,224,Urban,Private,High,53.87284128810349,11141.197337186319
1995,17,Masters,Traditional,62000,0.0,8.255534509556398,4.335686059746091,Stayed,197,Urban,Charter,Low,61.16142563798867,7925.5076913470875
1996,5,Bachelors,Traditional,45000,0.0,6.088200968606117,5.974395874248802,Stayed,266,Urban,Charter,Low,57.52216818035151,9183.849253956898
1996,19,Bachelors,Traditional,59000,0.0,9.046502781616258,2.805099699195296,Stayed,13,Suburban,Charter,Medium,72.41962271566034,11650.83269797606
1996,29,Masters,Traditional,74000,0.0,7.277592035113551,5.409369777749054,Left,261,Suburban,Charter,High,60.730695284219166,10579.549713792825
1996,29,Bachelors,Traditional,69000,0.0,4.73870496071283,4.601800525770086,Stayed,279,Urban,Public,Medium,70.69802084990019,7042.827508440317
1996,12,Bachelors,Traditional,52000,0.0,8.807479265325078,6.685000679166225,Stayed,141,Suburban,Public,High,72.2745993460413,10768.130897878615
1997,3,Masters,Performance-Based,48000,5535.6125229476975,1.9741381542608138,6.20382791849992,Stayed,239,Urban,Charter,High,63.38213535231612,12012.58561842888
1997,19,Bachelors,Traditional,59000,0.0,7.190946825588901,4.22909614855542,Stayed,198,Suburban,Charter,High,71.53725105945527,9619.322643832784
1997,26,Bachelors,Performance-Based,66000,4112.45345814782,3.3332862781396964,6.151330390557775,Stayed,33,Rural,Private,Low,69.86502775262066,10151.609116387453
1997,8,Bachelors,Traditional,48000,0.0,7.09831618014885,6.374847834161728,Stayed,134,Urban,Private,High,74.73592430635182,11435.084511591926
1997,29,Masters,Traditional,74000,0.0,7.074546389504015,3.8695437815826175,Left,97,Rural,Charter,High,72.96120277064576,6573.730941818245
1998,28,Masters,Performance-Based,73000,1935.5755980072927,6.718772154641006,5.783705220501945,Stayed,264,Urban,Public,High,59.756123586657104,9347.952935664318
1998,24,Bachelors,Performance-Based,64000,5187.548333232246,8.924893835141528,6.6594071908164505,Stayed,86,Urban,Private,Medium,64.98242956415463,10300.787572952415
1998,22,Bachelors,Traditional,62000,0.0,5.829556937056688,4.2108909900495135,Stayed,225,Rural,Charter,High,65.28068134210567,8473.481686914965
1998,4,Bachelors,Performance-Based,44000,5403.512538520984,3.750605622686399,5.209111217160847,Stayed,30,Suburban,Public,Medium,67.08306250206724,11256.69101852856
1998,20,Bachelors,Traditional,60000,0.0,5.169439520385669,3.708338182893477,Stayed,66,Rural,Private,Low,83.56240028570824,9197.559056228327
1999,21,Bachelors,Traditional,61000,0.0,9.101318885874413,3.8605818409285764,Stayed,143,Suburban,Private,Low,53.92516765438772,5865.115799920247
1999,16,Masters,Traditional,61000,0.0,8.293905553806162,5.341056338824567,Stayed,289,Urban,Private,Low,72.80991867735032,11660.671633088492
1999,18,Bachelors,Traditional,58000,0.0,6.143589400761011,3.092689624582665,Stayed,91,Urban,Charter,Medium,70.9707754934804,8203.170657303284
1999,16,Masters,Traditional,61000,0.0,8.742441668840245,6.1332826989489675,Stayed,24,Suburban,Charter,High,55.75251813786544,14184.77455137092
1999,21,Masters,Traditional,66000,0.0,7.4587655519191385,5.915445167506685,Stayed,126,Rural,Private,High,91.90455625809979,12737.263115064698
2000,7,Bachelors,Traditional,47000,0.0,6.514091864458357,2.4617795609283166,Stayed,187,Suburban,Public,Medium,74.73237624573545,8706.854231514946
2000,12,Masters,Traditional,57000,0.0,7.8763453103105965,3.2244818232196546,Stayed,296,Urban,Private,High,63.070904047393455,8979.967202290505
2000,9,Doctorate,Performance-Based,59000,3879.307570354719,8.654704890647473,7.394788819493863,Stayed,184,Urban,Charter,Low,74.82472415243186,10406.927271734447
2000,25,Bachelors,Traditional,65000,0.0,8.110348670824738,4.796217654360962,Stayed,179,Urban,Private,High,67.35343166762044,16157.761616910477
2000,19,Bachelors,Traditional,59000,0.0,6.477223801060274,5.910983655314697,Stayed,186,Urban,Charter,High,77.14000494092092,7155.492580804652
2001,4,Masters,Performance-Based,49000,7123.529641804848,3.5170338281189815,7.157819748240702,Stayed,144,Suburban,Charter,Low,71.84633858532304,9821.759920974424
2001,16,Bachelors,Performance-Based,56000,3400.660112378985,5.046707695087155,2.870170181833962,Stayed,208,Suburban,Public,Low,75.1378595091221,8272.018460640367
2001,28,Bachelors,Performance-Based,68000,7739.788816685585,6.013477090614186,4.951473874149122,Stayed,238,Rural,Charter,Medium,71.86454314769428,9230.888911540349
2001,20,Doctorate,Traditional,70000,0.0,7.712126449506452,6.225277433854574,Stayed,296,Urban,Private,High,63.070904047393455,8979.967202290505
2001,30,Masters,Traditional,75000,0.0,7.158958417389353,4.876954899085386,Stayed,111,Suburban,Private,Medium,50.812287847009586,11423.22975617778
2002,6,Bachelors,Performance-Based,46000,2945.599123606109,5.874170962110943,10.0,Stayed,176,Rural,Private,Medium,78.27183249036024,9501.927920887243
2002,25,Bachelors,Traditional,65000,0.0,8.567027422896519,5.041847472037433,Stayed,153,Suburban,Private,High,63.19975278421509,8028.5479073289125
2002,2,Bachelors,Traditional,42000,0.0,8.201022033493203,3.8934673550378034,Stayed,131,Urban,Private,High,54.493365689338674,7633.48297466845
2002,22,Bachelors,Traditional,62000,0.0,7.907740833653807,4.5690417296646855,Stayed,288,Suburban,Public,High,75.88317206484577,8300.311261070416
2002,1,Bachelors,Traditional,41000,0.0,6.7156483950227495,4.440289024225312,Stayed,252,Rural,Charter,Medium,79.17861947054776,9688.64552921584
2003,21,Bachelors,Traditional,61000,0.0,4.025117177230422,8.591029722467427,Left,7,Urban,Charter,Medium,85.79212815507391,12555.329791576849
2003,20,Bachelors,Performance-Based,60000,4960.581423204173,8.100122169194568,5.206057118248772,Left,159,Rural,Public,Low,58.08696502797351,8892.701389305636
2003,24,Doctorate,Traditional,74000,0.0,5.561794218443858,6.111010871503587,Stayed,30,Suburban,Public,Medium,67.08306250206724,11256.69101852856
2003,9,Doctorate,Traditional,59000,0.0,7.890686859793562,5.111997818021955,Stayed,55,Urban,Public,Medium,80.30999522495951,9961.967584194623
2003,5,Bachelors,Traditional,45000,0.0,6.450923940852579,5.45687219317968,Stayed,201,Urban,Charter,Low,73.57787360348283,11852.355095063283
2004,7,Masters,Traditional,52000,0.0,3.3578229145714014,4.209951000598098,Stayed,158,Suburban,Charter,High,74.73832920911788,7929.515355161252
2004,6,Doctorate,Traditional,56000,0.0,6.411741064256462,4.798973979478342,Stayed,278,Rural,Private,High,63.99783122841205,11541.730387773934
2004,10,Bachelors,Traditional,50000,0.0,5.7315992096110335,4.186857749426789,Stayed,86,Urban,Private,Medium,64.98242956415463,10300.787572952415
2004,24,Bachelors,Performance-Based,64000,5917.377888437623,9.617630736956684,7.352645818593459,Stayed,165,Rural,Charter,High,79.63376129244321,9775.34390061834
2004,12,Masters,Traditional,57000,0.0,10.0,5.203740251860733,Stayed,24,Suburban,Charter,High,55.75251813786544,14184.77455137092
2005,4,Masters,Performance-Based,49000,3195.638073263649,6.914816901737879,8.685674082389635,Stayed,117,Urban,Charter,High,69.65288230294756,13102.303951045045
2005,18,Doctorate,Traditional,68000,0.0,8.33969371191758,4.992619497510146,Left,163,Rural,Charter,Medium,81.58595579007404,8600.54898401483
2005,13,Masters,Performance-Based,58000,5278.040804414182,3.6927438158143002,6.290184359021023,Left,247,Suburban,Charter,Low,65.25054688839043,11154.14425436108
2005,12,Doctorate,Traditional,62000,0.0,8.636289278396527,5.779519550773966,Stayed,85,Rural,Charter,Low,61.91506397106812,8481.734676892604
2005,22,Masters,Traditional,67000,0.0,6.873658356379625,5.596597255867321,Stayed,285,Rural,Private,Low,91.33033374656267,10363.73251011699
2006,22,Masters,Traditional,67000,0.0,5.491732735295806,5.59663608946466,Stayed,144,Suburban,Charter,Low,71.84633858532304,9821.759920974424
2006,3,Bachelors,Traditional,43000,0.0,8.395447532614368,4.209528015404757,Stayed,277,Suburban,Charter,High,71.9905969557347,10471.229116217131
2006,22,Masters,Traditional,67000,0.0,7.58528184201675,2.4499025796230467,Stayed,139,Urban,Public,Medium,78.1351721736967,6593.23512128969
2006,16,Bachelors,Traditional,56000,0.0,7.276357120896526,4.816685224524696,Stayed,287,Suburban,Public,Low,68.48214904964416,9081.278200919513
2006,7,Masters,Performance-Based,52000,5389.937394835368,2.8998952283108412,7.846423275295432,Stayed,140,Rural,Charter,Medium,57.69135683566045,9888.904602206763
2007,16,Masters,Traditional,61000,0.0,2.4582996908970705,3.037259212364147,Stayed,286,Rural,Private,Low,50.47912200477498,10496.441172600673
2007,3,Masters,Performance-Based,48000,2470.6279298194236,3.9925784605508468,6.284319865366746,Stayed,184,Urban,Charter,Low,74.82472415243186,10406.927271734447
2007,25,Bachelors,Performance-Based,65000,657.8119411149701,3.1997192258516938,7.967941390377691,Stayed,87,Rural,Private,Low,79.15402117702074,10683.51195155432
2007,19,Masters,Traditional,64000,0.0,7.989362350503671,3.6766091013440905,Stayed,121,Rural,Charter,Medium,77.91031947043047,14121.495849763975
2007,6,Masters,Traditional,51000,0.0,9.046427421490474,1.740010538932684,Stayed,134,Urban,Private,High,74.73592430635182,11435.084511591926
2008,24,Bachelors,Performance-Based,64000,3805.089858377545,7.54235161066826,6.877918427544048,Stayed,299,Suburban,Public,Low,78.1286211883896,9111.413479847777
2008,3,Bachelors,Traditional,43000,0.0,6.792591000228548,4.535805927075709,Left,239,Urban,Charter,High,63.38213535231612,12012.58561842888
2008,4,Doctorate,Traditional,54000,0.0,6.503549582457524,5.285672108207156,Stayed,94,Urban,Charter,Low,66.72337853402232,13662.917531708707
2008,5,Doctorate,Traditional,55000,0.0,5.165693072525302,5.505858368751466,Stayed,243,Suburban,Private,Medium,75.04987278980457,11059.608355830565
2008,7,Bachelors,Performance-Based,47000,6283.606903685011,7.120296633517337,4.260796219385255,Stayed,19,Urban,Public,Low,60.91975924478789,10648.332704976885
2009,1,Masters,Traditional,46000,0.0,6.806132177139599,6.061886525234973,Stayed,287,Suburban,Public,Low,68.48214904964416,9081.278200919513
2009,16,Bachelors,Performance-Based,56000,3616.188218821554,7.173240331029108,6.211840509241974,Stayed,126,Rural,Private,High,91.90455625809979,12737.263115064698
2009,5,Bachelors,Performance-Based,45000,3884.088852750268,6.266371544990014,5.932397708056863,Stayed,289,Urban,Private,Low,72.80991867735032,11660.671633088492
2009,6,Bachelors,Traditional,46000,0.0,7.75442234678164,7.892598921277356,Stayed,77,Rural,Private,Low,70.87047068238171,11744.641273441357
2009,18,Doctorate,Traditional,68000,0.0,7.290505857821366,6.97645591494228,Stayed,4,Rural,Public,High,85.23029856408026,11220.74053086693
2010,25,Bachelors,Traditional,65000,0.0,7.7912533959275985,3.2709169260082964,Stayed,58,Urban,Public,Medium,66.90787624148786,9422.682722159723
2010,9,Doctorate,Performance-Based,59000,2205.0213192784126,2.0027569494921225,9.002466679346773,Stayed,175,Suburban,Charter,High,72.7669079933002,13289.935427002567
2010,15,Doctorate,Performance-Based,65000,5957.008948301718,5.740611030197673,5.935336395341458,Stayed,59,Rural,Charter,Low,73.31263431403563,10645.437120676179
2010,30,Bachelors,Traditional,70000,0.0,7.55776991170216,4.390567247133446,Stayed,22,Suburban,Private,Medium,67.74223699513465,11190.314050873827
2010,1,Bachelors,Performance-Based,41000,3614.7195497982348,3.59725251297042,4.684477023504339,Stayed,283,Suburban,Private,Medium,85.86016816145352,11265.56373221257
2011,16,Bachelors,Performance-Based,56000,7298.8361525440405,6.352738333134481,6.426583071109068,Stayed,185,Rural,Private,Medium,67.7653721467415,8487.298509431394
2011,6,Bachelors,Performance-Based,46000,5987.072659754834,8.736868461736671,10.0,Stayed,202,Urban,Private,High,75.60784526368235,13818.83328094026
2011,13,Masters,Traditional,58000,0.0,7.621766978445583,4.914788904926812,Stayed,103,Urban,Public,High,66.57285483473231,10010.487399436366
2011,2,Masters,Traditional,47000,0.0,7.745992645547832,5.221679421016848,Stayed,192,Suburban,Charter,Medium,78.56398794323472,12959.888277780052
2011,11,Bachelors,Traditional,51000,0.0,8.272603406518229,6.483237157583731,Stayed,43,Suburban,Charter,Medium,68.8435171761176,10489.933142217445
2012,8,Bachelors,Performance-Based,48000,548.6030522600604,6.134529897227031,6.7992503593878455,Stayed,63,Suburban,Public,Low,58.93665025993972,9782.479703086285
2012,26,Masters,Traditional,71000,0.0,6.642990713904324,4.9974840242996,Stayed,158,Suburban,Charter,High,74.73832920911788,7929.515355161252
2012,7,Doctorate,Traditional,57000,0.0,8.905977440750664,4.938085625079216,Stayed,107,Urban,Public,Medium,88.8618590121053,7864.759141234811
2012,22,Bachelors,Performance-Based,62000,4647.112736551677,7.098432860699932,6.754912812376389,Stayed,191,Urban,Public,Medium,65.53485047932979,9984.054717366766
2012,26,Doctorate,Traditional,76000,0.0,7.756040870742412,5.572575217117702,Stayed,41,Urban,Charter,High,77.3846657999541,8355.559208867136
2013,19,Masters,Traditional,64000,0.0,6.916538002919102,4.829642386847551,Stayed,96,Rural,Private,High,55.364850518678814,9061.64869579059
2013,7,Masters,Traditional,52000,0.0,5.380700944330067,4.501375371384251,Stayed,19,Urban,Public,Low,60.91975924478789,10648.332704976885
2013,6,Bachelors,Performance-Based,46000,8177.538051492264,9.068183243867935,4.448542513565226,Stayed,236,Rural,Charter,Low,76.33919022318011,10094.797342632828
2013,15,Bachelors,Traditional,55000,0.0,7.376423273992883,6.325307461284325,Stayed,52,Rural,Charter,Low,66.14917719583684,12950.712433899103
2013,17,Bachelors,Traditional,57000,0.0,6.655426240882348,7.301430462955487,Stayed,155,Rural,Public,Low,72.93072473298682,8939.48476325512
2014,14,Bachelors,Traditional,54000,0.0,8.170762638826025,4.860861668757087,Stayed,202,Urban,Private,High,75.60784526368235,13818.83328094026
2014,10,Bachelors,Traditional,50000,0.0,5.342148705021307,4.482127600218037,Stayed,48,Urban,Public,High,80.57122226218915,7185.07245124689
2014,4,Bachelors,Traditional,44000,0.0,9.936257973901519,6.120080521145185,Stayed,122,Suburban,Private,Low,60.906125452052606,13510.68168488641
2014,30,Masters,Traditional,75000,0.0,9.084412830653239,3.59619919738031,Stayed,155,Rural,Public,Low,72.93072473298682,8939.48476325512
2014,29,Masters,Performance-Based,74000,5123.850837776888,7.494473704769957,6.645282374560577,Stayed,85,Rural,Charter,Low,61.91506397106812,8481.734676892604
2015,10,Masters,Performance-Based,55000,4774.680468066931,3.876543474071606,3.5987771085571687,Stayed,204,Urban,Private,Low,80.53802052034902,11125.938473381142
2015,10,Bachelors,Performance-Based,50000,3918.1757779803875,4.490006963747101,8.379216418075476,Left,194,Suburban,Public,Low,57.542612212880115,8277.431597343473
2015,18,Doctorate,Traditional,68000,0.0,7.010521275771249,5.0096662840284445,Stayed,287,Suburban,Public,Low,68.48214904964416,9081.278200919513
2015,17,Bachelors,Performance-Based,57000,4193.011152214093,5.231096484407567,7.62206120790481,Stayed,127,Rural,Private,High,60.09463674869312,8070.153078839791
2015,13,Masters,Traditional,58000,0.0,2.778716921390343,4.8809911275942754,Stayed,240,Urban,Private,High,78.52433334796224,8846.216260953703
2016,18,Masters,Traditional,63000,0.0,8.149910366746315,5.27801465505037,Left,55,Urban,Public,Medium,80.30999522495951,9961.967584194623
2016,20,Masters,Traditional,65000,0.0,7.870796498813257,7.4849960658198125,Stayed,154,Rural,Private,High,72.32253697161003,11008.093031035689
2016,29,Masters,Traditional,74000,0.0,8.96108323075634,4.287836438228801,Stayed,120,Urban,Private,Low,77.51933032686775,10135.036962820217
2016,27,Doctorate,Performance-Based,77000,5158.265895642243,5.1926191670920625,6.668384482187505,Stayed,137,Suburban,Private,High,62.16746707663763,13257.231091142585
2016,24,Masters,Traditional,69000,0.0,7.42822104608219,6.151499835275425,Stayed,17,Rural,Charter,Low,59.87168879665576,11363.905942589929
2017,27,Bachelors,Performance-Based,67000,3778.4422047166076,5.570648527325145,7.135235862307846,Stayed,232,Urban,Public,High,72.16458589581976,6676.95987546208
2017,12,Bachelors,Performance-Based,52000,8770.447853596335,5.834054188696773,7.4892753920656965,Stayed,71,Rural,Public,High,73.61395605508415,10049.020348517886
2017,28,Bachelors,Traditional,68000,0.0,8.700720085145619,6.175479041521887,Stayed,55,Urban,Public,Medium,80.30999522495951,9961.967584194623
2017,9,Bachelors,Traditional,49000,0.0,6.966985431291621,7.218956666627689,Stayed,97,Rural,Charter,High,72.96120277064576,6573.730941818245
2017,10,Bachelors,Traditional,50000,0.0,4.758133193456146,5.016118549792692,Stayed,186,Urban,Charter,High,77.14000494092092,7155.492580804652
2018,27,Bachelors,Traditional,67000,0.0,5.965038387877723,3.176952832952718,Left,15,Urban,Private,Medium,52.75082167486967,12610.957614308658
2018,5,Masters,Performance-Based,50000,11013.160361493447,6.424859499250147,5.975563245380536,Stayed,14,Rural,Charter,High,50.86719755342202,11627.019272001276
2018,17,Masters,Traditional,62000,0.0,7.738187576469511,1.5178726120757755,Stayed,159,Rural,Public,Low,58.08696502797351,8892.701389305636
2018,5,Masters,Traditional,50000,0.0,7.638200478066102,4.272506748790709,Stayed,207,Rural,Public,Medium,75.1503526720866,8815.21215152226
2018,29,Masters,Traditional,74000,0.0,5.784100645719635,5.125659498400093,Stayed,18,Rural,Public,Low,73.14247332595274,9379.466486813088
2019,17,Masters,Traditional,62000,0.0,7.020300861869534,5.826923342356206,Stayed,17,Rural,Charter,Low,59.87168879665576,11363.905942589929
2019,23,Bachelors,Performance-Based,63000,5409.918135522021,7.709153049904586,5.729753157270152,Stayed,285,Rural,Private,Low,91.33033374656267,10363.73251011699
2019,7,Bachelors,Performance-Based,47000,1787.8537754431259,4.504954595422967,7.3757941152031465,Stayed,127,Rural,Private,High,60.09463674869312,8070.153078839791
2019,24,Bachelors,Traditional,64000,0.0,8.48902084805387,3.247962639452027,Stayed,292,Rural,Charter,High,65.06999065341168,9044.685106469766
2019,19,Bachelors,Performance-Based,59000,5405.243191711899,8.720224021013625,8.158007507015174,Left,223,Suburban,Private,Low,76.86260190374513,8674.752482108306
